record_id,entry_type,event_description,type,country,target_country,target_direction,compliance,date_announced,link,ISO_A3,ISO_A2,severity_index,lat,lng
8379528,New Entry,"Cyprus: the Council of Ministers approved a bill by the Ministry of Justice and Public Order, which amends the amount of extrajudicial penalty that may be imposed on persons in violation of decrees of the Minister of Health, under the Law on Vaccination, raising the fine to 300 Euros from 150 Euros. it remains possible, if it is considered appropriate by law enforcement officers, not to impose an extrajudicial fine and to choose for a criminal case to be filed in court, which may impose prison sentences of up to six months and / or a fine much greater than the extrajudicial fine, which can be up to 3,000 Euros. This procedure will be selected in the most serious cases.",Health Monitoring,Cyprus,Cyprus,Inbound,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",31/03/2020,https://www.pio.gov.cy/coronavirus/en/press/31032020_10.pdf,CYP,CY,0.510387619,35.1264,33.4299
8108922,New Entry,"Cyprus: ""The Deputy Ministry of Research, Innovation and Digital Policy announces the following modifications with regard to the procedure for obtaining an approval for movement by way of exception for serving needs which cannot be covered in alternative ways. Procedure for an Approval of Movement of citizens by way of exception:
• For all movements by way of exception, each confirmation of movement refers to just one particular movement.
• Each citizen is allowed movement by way of exception only once a day.
• With regard to the procedure of requesting approval for movement by way of exception:
1. Persons under the age of 65 can request approval only by sending a text message (SMS) to 8998, written in the correct format.
2. Persons over the age of 65 (and only them) have three (3) options to request approval for movement by way of exception:
• • By sending an SMS to the number 8998.
• By filling out and printing Form B.
• By carrying a hand-written Citizens' Solemn Declaration.
• During each movement, citizens must have with them, in order to show it in the event of a check, the filled-out form for the confirmation of movement (print out or handwritten) or the confirmation SMS that they have received, as well as identification proof as follows:
1. Cyprus citizens: Cyprus ID card
2. European citizens and third country nationals: registration confirmation or residence permit respectively. For those who justifiably do not have the above documents a registration, then, by way of exception, another identification document will be accepted, e.g. international passport, international ID card, diplomatic passport.
• It is stressed that, according to the provisions of the decree dated 30/03/2020, any movement of persons from 9.00 p.m. until 6.00 a.m. is prohibited, except for those citizens holding a Confirmation of Movement of Employee (Form A) and provided that the form allows them to be moving within that timeframe.""",Quarantine,Cyprus,"Cyprus,Cyprus",Inbound,Mandatory with Fines,01/04/2020,https://www.pio.gov.cy/coronavirus/en/press/2042020_12.pdf,CYP,CY,0.527642478,35.1264,33.4299
546372,Update on Existing Entry (type in Record ID in text box),"The Minister of Communications and Works, Mr Yiannis Karousos, issued today, 4 April 2020, a Decree concerning the prohibition of flights as of 12.00 am Cyprus time, April 4, 2020 and for a 14 -day period, except for those related to the transport of cargo, departure of passengers from the Republic of Cyprus and flights for humanitarian purposes.",External Border Restrictions,Cyprus,All,Inbound/Outbound,Mandatory (Unspecified/Implied),02/04/2020,https://www.pio.gov.cy/coronavirus/en/press/2042020_9.pdf,CYP,CY,0.546253707,35.1264,33.4299
911567,New Entry,"Czech Republic Ministry of Health implements a protective measure targeted specifically at the Prague International Airport and its employees. It includes a verbal announcement about what to do should travelers develop COVID-19 symptoms in every plane landing in Prague, gathered in an information leaflet.",Public Awareness Campaigns,Czech Republic,,,NA,27/01/2020,https://www.mzcr.cz/dokumenty/ministerstvo-zdravotnictvi-naridilo-letisti-praha-ochranne-opatreni_18417_1.html,CZE,CZ,-1.397507795,49.8175,15.473
5059249,New Entry,Czech Republic bans all international airlines from operating direct flights from China to Czech Republic.,External Border Restrictions,Czech Republic,China,Inbound,Mandatory with Legal Penalties (Jail Time),03/02/2020,http://www.mzcr.cz/dokumenty/ochranne-opatreni-ministerstva-zdravotnictvi-zakaze-od-nedele-vsechny-lety-z-cin_18465_1.html,CZE,CZ,-0.905757855,49.8175,15.473
4351668,New Entry,Czech Republic's Security Council discourages from traveling to the Italian regions of Veneto and Lombardy.,External Border Restrictions,Czech Republic,Italy,Outbound,Voluntary/Recommended but No Penalties,25/02/2020,https://www.vlada.cz/cz/media-centrum/aktualne/bezpecnostni-rada-statu-nedoporucuje-cestovat-do-lombardie-a-benatska-179856/,CZE,CZ,-0.503139423,49.8175,15.473
8604667,New Entry,"Czech Republic's Ministry of Health temporarily banned direct flight connection from South Korea as well as from all airports in the Italian regions of Emilia-Romagna, Piemont, Lombardy and Veneto.",External Border Restrictions,Czech Republic,"Italy,South Korea",Inbound,Mandatory with Legal Penalties (Jail Time),02/03/2020,https://koronavirus.mzcr.cz/ochranna-opatreni-ministerstva-zdravotnictvi-z-duvodu-sireni-koronaviru-rusi-lety-z-jizni-koreje-a-severu-italie/,CZE,CZ,-0.261368913,49.8175,15.473
3103524,New Entry,Czech Ministry of Health decides that the planned BMW IBU World Cup Biathlon as planned between March 5 and March 8 2020 (annual sports event with thousands of attendees) will go on without an audience.,Social Distancing,Czech Republic,,,Mandatory with Fines,02/03/2020,https://koronavirus.mzcr.cz/wp-content/uploads/2020/03/Ochrann%C3%A9_opat%C5%99en%C3%AD_MZ_%C4%8CR_Sv%C4%9Btov%C3%BD_poh%C3%A1r_v_Biatlonu.pdf,CZE,CZ,-0.261368913,49.8175,15.473
6125647,New Entry,Czech Ministry of Health bans the export and sale of type FFP3 respirator masks to organisations or individuals outside the medical or law enforcement sectors.,Health Resources,Czech Republic,Czech Republic,Outbound,Mandatory with Legal Penalties (Jail Time),03/03/2020,https://koronavirus.mzcr.cz/wp-content/uploads/2020/03/Mimo%C5%99%C3%A1dn%C3%A9_OOP_-_z%C3%A1kaz_v%C3%BDvozu_v%C5%A1ech_respir%C3%A1tor%C5%AF_t%C5%99%C3%ADdy_FFP3_mimo_%C4%8CR.pdf,CZE,CZ,-0.19050194,49.8175,15.473
6047260,New Entry,Czech Government ruled that all events over 5000 participants need to report to their local hygienic station.,Restrictions of Mass Gatherings,Czech Republic,,,Voluntary/Recommended but No Penalties,04/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/bezpecnostni-rada-statu-projednala-dalsi-opatreni-v-souvislosti-se-sirenim-koronaviru-180044/,CZE,CZ,-0.139824974,49.8175,15.473
5282978,New Entry,Czech Ministry of Health bans all persons - aside from manufacturers - from exporting hand sanitizer products.,Health Resources,Czech Republic,Czech Republic,Outbound,Mandatory with Legal Penalties (Jail Time),05/03/2020,https://koronavirus.mzcr.cz/wp-content/uploads/2020/03/Mimo%C5%99%C3%A1dn%C3%A9_OOP_-_z%C3%A1kaz_v%C3%BDvozu_desinfekce_rukou-1.pdf,CZE,CZ,-0.103023007,49.8175,15.473
3650865,New Entry,"Czech Ministry of Health mandates all persons residing in Czech Republic returning from Italy after March 7, 2020 to report to their general practitioner doctor. Doctors are then required to put these individuals into a 14-day quarantine.",Quarantine,Czech Republic,Czech Republic,Inbound,Mandatory with Fines,06/03/2020,https://www.hlinna.cz/wp-content/uploads/sites/6/2020/03/MO-MZ-karantena.pdf,CZE,CZ,-0.064893838,49.8175,15.473
359651,Update on Existing Entry (type in Record ID in text box),"Czech Republic Ministry of Health implements an exception to the mandatory quarantine measures from March 6, 2020, relevant to freight transportation employees, medical ambulance crews and commercial pilots. If observing symptoms of COVID-19, such individuals are to report to their general practitioner. They are mandated to use increased hygiene measures during their work (including respirators type FFP2 or FFP3).",Quarantine,Czech Republic,Czech Republic,Inbound,Voluntary/Recommended but No Penalties,07/03/2020,http://www.khsolc.cz/files/ncov/Ukon%C4%8Den%C3%AD_mimo%C5%99%C3%A1dn%C3%A9ho_OOP_-_v%C3%BDjimka_pro_pracuj%C3%ADc%C3%AD_v_doprav%C4%9B_07032020.pdf,CZE,CZ,-0.038146338,49.8175,15.473
7587360,New Entry,"Czech Ministry of Health cancels public visiting hours in hospitals, social services provider centers and retirement homes. Exception applies in the case of underage patients, patients who require legal guardianship, pregnant women and patients in final stages of a terminal illness.",Social Distancing,Czech Republic,,,Mandatory with Legal Penalties (Jail Time),09/03/2020,https://koronavirus.mzcr.cz/wp-content/uploads/2020/03/Mimo%C5%99%C3%A1dn%C3%A9-opat%C5%99en%C3%AD-z%C3%A1kaz-n%C3%A1v%C5%A1t%C4%9Bv-ve-zdravotnick%C3%BDch-za%C5%99%C3%ADzen%C3%ADch-s-l%C5%AF%C5%BEkovou-p%C3%A9%C4%8D%C3%AD.pdf,CZE,CZ,0.035667118,49.8175,15.473
1747969,New Entry,"Czech government implements ""akce Korona"" - an operation where law enforcement carries out temperature checks on border crossings.",External Border Restrictions,Czech Republic,Czech Republic,Inbound,NA,09/03/2020,https://denikn.cz/minuta/309555/,CZE,CZ,0.035667118,49.8175,15.473
6571264,New Entry,"Czech Ministry of Health bans the physical presence of students in primary, secondary and grammar and vocational schools as well as in universities.",Closure of Schools,Czech Republic,Domestic,,NA,10/03/2020,https://koronavirus.mzcr.cz/mimoradna-opatreni-ministerstva-zdravotnictvi-zakazuji-konani-hromadnych-akci-nad-100-osob-i-vyuku-na-skolach/,CZE,CZ,0.112586681,49.8175,15.473
5902110,New Entry,"Czech Government bans cultural, educational and sports events with over 100 participants. Court proceedings, governmental meetings and board meetings are exempted.",Restrictions of Mass Gatherings,Czech Republic,,,Mandatory with Fines,10/03/2020,https://koronavirus.mzcr.cz/mimoradna-opatreni-ministerstva-zdravotnictvi-zakazuji-konani-hromadnych-akci-nad-100-osob-i-vyuku-na-skolach/,CZE,CZ,0.112586681,49.8175,15.473
3012605,New Entry,"Government of the Czech Republic announces a state of emergency. By default, this lasts 30 days (without consent of the Parliament needed).",Declaration of Emergency,Czech Republic,,,NA,12/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/vyhlaseni-nouzoveho-stavu-180234/,CZE,CZ,0.168592425,49.8175,15.473
2768963,New Entry,Czech Government bans Czech citizens and foreign citizens with permanent residence in Czech Republic from leaving the Czech Republic.,External Border Restrictions,Czech Republic,Czech Republic,Outbound,NA,13/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/vlada-prijala-dalsi-mimoradna-opatreni-k-prevenci-sireni-koronaviru--do-karanteny-musi-vsichni-prijizdejici-z-rizikovych-zemi-180298/,CZE,CZ,0.183639093,49.8175,15.473
6032214,New Entry,"Czech Government bans all foreign nationals from entering the country, with the exception of individuals with long-term residence in Czech Republic and individuals whose entry is in the interest of the state.",External Border Restrictions,Czech Republic,All,Inbound,NA,13/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/vlada-prijala-dalsi-mimoradna-opatreni-k-prevenci-sireni-koronaviru--do-karanteny-musi-vsichni-prijizdejici-z-rizikovych-zemi-180298/,CZE,CZ,0.183639093,49.8175,15.473
75740,New Entry,"Czech Government imposes mandatory home quarantine on individuals traveling from (or recently residing in) risk countries, which were specified as: China, South Korea, Iran, Italy, Spain, Austria, Germany, Switzerland, Sweden, Netherlands, Belgium, Great Britain, Norway, Denmark and France.",Quarantine,Czech Republic,"Austria,Belgium,China,Denmark,France,Germany,Iran,Italy,Netherlands,Norway,South Korea,Spain,Sweden,Switzerland,United Kingdom",Inbound,Mandatory with Fines,13/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/vlada-prijala-dalsi-mimoradna-opatreni-k-prevenci-sireni-koronaviru--do-karanteny-musi-vsichni-prijizdejici-z-rizikovych-zemi-180298/,CZE,CZ,0.183639093,49.8175,15.473
899090,New Entry,"Czech Government closes all non-essential businesses and restaurants, with the exception of catering facilities used exclusively by business employees. Only take-away services are permitted.",Restriction of Non-Essential Businesses,Czech Republic,Domestic,,NA,14/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/vlada-kvuli-sireni-epidemie-koronaviru-omezila-volny-pohyb-osob-na-nezbytne-minimum--180350/,CZE,CZ,0.198269794,49.8175,15.473
867907,New Entry,"Czech Government restricts free movement to all unnecessary travel. People are permitted to leave their houses to travel to work, to purchase groceries or medication, visit family or exercise / get fresh air.",Social Distancing,Czech Republic,,,Mandatory with Fines,15/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/rozhodnuti-vlady-o-zakazu-volneho-pohybu-osob-180358/,CZE,CZ,0.206600867,49.8175,15.473
4233488,New Entry,"Czech Government encourages citizens over 70 years of age to isolate at home, only leaving to obtain necessary medical care. Mayors and local governments are asked to assist senior citizens with securing groceries and other necessities.",Quarantine,Czech Republic,"Czech Republic,Czech Republic",Inbound/Outbound,Voluntary/Recommended but No Penalties,16/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/vlada-se-zabyvala-opatrenimi-v-peci-o-seniory-a-schvalila-zaruku-covid-na-podporu-podnikatelu-a-zivnostniku--180386/,CZE,CZ,0.218797659,49.8175,15.473
3238907,New Entry,"Czech Government plans to re-orient two hospitals exclusively on care for COVID-19 patients. Specifically, this should be Nemocnice na Homolce in Prague and Fakultní nemocnice u sv. Anny in Brno, each with the capacity of around 300 hospital beds.",Health Resources,Czech Republic,Czech Republic,Inbound/Outbound,NA,16/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/vlada-se-zabyvala-opatrenimi-v-peci-o-seniory-a-schvalila-zaruku-covid-na-podporu-podnikatelu-a-zivnostniku--180386/,CZE,CZ,0.218797659,49.8175,15.473
679810,New Entry,"On March 17, Czech Government issues a ban on re-export of medical supplies and medicines which were originally meant for Czech markets.",Health Resources,Czech Republic,Czech Republic,Inbound/Outbound,Mandatory (Unspecified/Implied),17/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/vlada-zakazala-reexport-leku-do-zahranici-a-moznost-vedlejsich-vydelku-pro-cleny-bezpecnostnich-slozek-180418/,CZE,CZ,0.243241373,49.8175,15.473
5833060,New Entry,Czech Government manned law enforcement workers from pursuing an additional income outside of their employment in law enforcement. This policy is to last as long as the national state of emergency is in place.,Restriction of Non-Essential Businesses,Czech Republic,,,Mandatory (Unspecified/Implied),17/03/2020,https://www.vlada.cz/cz/media-centrum/aktualne/vlada-zakazala-reexport-leku-do-zahranici-a-moznost-vedlejsich-vydelku-pro-cleny-bezpecnostnich-slozek-180418/,CZE,CZ,0.243241373,49.8175,15.473
4836310,New Entry,"Czech Government prevents all residents from appearing in public (outside of their homes) without a physical cover of their mouth and nose. Respirators, face masks, home-made masks as well as scarves are admissible.",Health Resources,Czech Republic,Czech Republic,Inbound/Outbound,Mandatory with Fines,18/03/2020,https://apps.odok.cz/attachment/-/down/IHOABMTK5CCN,CZE,CZ,0.261536421,49.8175,15.473
4945139,New Entry,"On March 18 the Czech Government issued a policy addressing cross-border workers, ordering them to limit their movement within Czech Republic. This policy also cancelled some of the exceptions from free movement restriction (policy from March 15). Cross-border workers will be subjected to temperature checks while crossing the border and a COVID-19 test will be administered to them if they show symptoms of the illness.",External Border Restrictions,Czech Republic,Czech Republic,Inbound/Outbound,NA,18/03/2020,https://apps.odok.cz/attachment/-/down/IHOABMTK5CCN,CZE,CZ,0.261536421,49.8175,15.473
652508,New Entry,Czech Government dedicates special hours in grocery stores specifically for individuals of 65+ years of age; anyone younger who is not a legal guardian of an elderly customer nor employee of the store cannot enter the store facilities between 10am and 11am.,Other Policy Not Listed Above,Czech Republic,,,Mandatory (Unspecified/Implied),19/03/2020,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,CZE,CZ,0.281303777,49.8175,15.473
4263850,Update on Existing Entry (type in Record ID in text box),"Czech Government reserves the time between 7am and 9am for grocery stores to only be visited by citizens over 65 years of age (and their guardians, if needed).",Other Policy Not Listed Above,Czech Republic,,,Mandatory (Unspecified/Implied),20/03/2020,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,CZE,CZ,0.298755768,49.8175,15.473
1796220,New Entry,"On March 24 (effective at 6am), Czech Government restricts free movement of residents in groups bigger than two individuals. Exception applies to families, work or business activities and funerals.

Citizens are advised to keep a distance of 2 meters from each other at all times.",Social Distancing,Czech Republic,,,Mandatory with Fines,23/03/2020,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,CZE,CZ,0.306978136,49.8175,15.473
4961935,Update on Existing Entry (type in Record ID in text box),Czech Government changes the time reserved for seniors over 65 years of age to visit grocery stores to 8am - 10am. This applies specifically to stores over 500 meters square in size of facility.,Other Policy Not Listed Above,Czech Republic,,,Mandatory (Unspecified/Implied),24/03/2020,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,CZE,CZ,0.308063317,49.8175,15.473
3470223,New Entry,"Czech Government mandates shops which sell baked goods which are not prepackaged to maintain special hygiene measures. Shops are to ensure that people are able to maintain 2m distance, preventing overcrowding.",Other Policy Not Listed Above,Czech Republic,,,Mandatory (Unspecified/Implied),26/03/2020,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,CZE,CZ,0.316467909,49.8175,15.473
3494218,Update on Existing Entry (type in Record ID in text box),"Czech Republic Ministry of Education extends protective measures to apply to 4 more international airports, namely airports in Ostrava, Karlovy Vary, Brno and Pardubice. Same measures apply.",Public Awareness Campaigns,Czech Republic,,,Voluntary/Recommended but No Penalties,31/03/2020,http://www.mzcr.cz/dokumenty/ministerstvo-zdravotnictvi-naridilo-ochranne-opatreni-vsem-mezionarodnim-letisti_18466_1.html,CZE,CZ,0.320817921,49.8175,15.473
1335591,New Entry,"The Democratic Republic of Congo introduces of quarantine policies: 14 day quarantine for high risk countries including mainland China, South Korea, Iran, Italy. Also for travelers with COVID-19 symptoms starting March 4.",Quarantine,Democratic Republic of the Congo,"China,China,France,France,Italy,Italy",Inbound,Mandatory (Unspecified/Implied),04/03/2020,https://www.lemonde.fr/afrique/article/2020/03/05/coronavirus-au-congo-brazzaville-quarantaine-annoncee-pour-la-france-la-chine-et-l-italie_6031908_3212.html,COD,CD,-1.059873852,-4.322447,15.307045
3245770,New Entry,"The Democratic Republic of the Congo is enforcing a 14-day self-quarantine on passengers having traveled to China, France, Germany, Italy, Iran, South Korea, and Iraq in the 14 days prior to their arrival into the country but who show no symptoms at their time of arrival. Passengers who transited in the countries but did not leave the airport are subject to no restrictions. 
",Quarantine,Democratic Republic of the Congo,"China,France,Germany,Iran,Iraq,Italy,South Korea",Inbound,Voluntary/Recommended but No Penalties,10/03/2020,https://cd.usembassy.gov/covid-19-information/,COD,CD,-0.729081934,-4.322447,15.307045
7374953,New Entry,"Democratic Republic of the Congo implements health checks at the airports for all passengers starting on March 10. Those who show symptoms will be moved to government facilities for further testing, and those who test positive for Covid-19 will be hospitalized at government expense.",Health Monitoring,Democratic Republic of the Congo,All,Inbound,Voluntary/Recommended but No Penalties,10/03/2020,https://cd.usembassy.gov/covid-19-information/,COD,CD,-0.729081934,-4.322447,15.307045
7330782,New Entry,DRC closes schools and universities on March 18.,Closure of Schools,Democratic Republic of the Congo,Domestic,,Mandatory with Legal Penalties (Jail Time),18/03/2020,https://cd.usembassy.gov/covid-19-information/,COD,CD,-0.162708524,-4.322447,15.307045
9819768,New Entry,DRC bans gatherings of more than 20 people on March 18.,Social Distancing,Democratic Republic of the Congo,,,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",18/03/2020,https://cd.usembassy.gov/covid-19-information/,COD,CD,-0.162708524,-4.322447,15.307045
7492229,New Entry,"DRC closes bars, restaurants, and non-food businesses on March 18.",Restriction of Non-Essential Businesses,Democratic Republic of the Congo,Domestic,,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)",18/03/2020,https://cd.usembassy.gov/covid-19-information/,COD,CD,-0.162708524,-4.322447,15.307045
6787938,New Entry,"All travelers entering the DRC who have a fever will be tested, and any persons positive for COVID-19 will be hospitalized at DRC government expense. Both categories will be subject to a mandatory 14-day quarantine.  All persons traveling domestically from Kinshasa to other provinces will be subject to preventative screening.",Quarantine,Democratic Republic of the Congo,All,Inbound,Mandatory with Legal Penalties (Jail Time),20/03/2020,https://cd.usembassy.gov/covid-19-information/,COD,CD,-0.030292714,-4.322447,15.307045
5668157,New Entry,"As of March 21, 2020 The Republic of Congo closed its borders and all international passenger flights are suspended",External Border Restrictions,Democratic Republic of the Congo,All,Inbound/Outbound,Mandatory with Exceptions (Please list exceptions in the text entry),21/03/2020,https://cg.usembassy.gov/covid-19-information/,COD,CD,0.046009944,-4.322447,15.307045
3311093,New Entry,The Democratic Republic of the Congo has declared a national state of heath emergency on March 25th.,Declaration of Emergency,Democratic Republic of the Congo,,,Mandatory with Legal Penalties (Jail Time),25/03/2020,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/republique-democratique-du-congo/,COD,CD,0.17209432,-4.322447,15.307045
4648011,New Entry,DRC closes all international borders on March 25.,External Border Restrictions,Democratic Republic of the Congo,All,Inbound/Outbound,Mandatory with Legal Penalties (Jail Time),25/03/2020,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/republique-democratique-du-congo/,COD,CD,0.17209432,-4.322447,15.307045
2449990,New Entry,DRC bans travel between Kinshasa and all other regions in the country.,Internal Border Restrictions,Democratic Republic of the Congo,All,Inbound,Mandatory with Legal Penalties (Jail Time),25/03/2020,https://cd.usembassy.gov/covid-19-information/,COD,CD,0.17209432,-4.322447,15.307045
9857234,New Entry,DR Congo implements three-week confinement in Kinshasa starting 28 March.,Quarantine,Democratic Republic of the Congo,All,Inbound/Outbound,Mandatory with Legal Penalties (Jail Time),26/03/2020,https://afrique.lalibre.be/48352/rd-congo-confinement-intermittent-a-kinshasa/,COD,CD,0.194629255,-4.322447,15.307045
2123659,Update on Existing Entry (type in Record ID in text box),The 3-week confinement in Kinshasa set to begin on March 28 has been reported to a later date.,Quarantine,Democratic Republic of the Congo,All,Inbound/Outbound,Mandatory with Legal Penalties (Jail Time),27/03/2020,https://www.jeuneafrique.com/917740/politique/coronavirus-en-rdc-le-confinement-de-kinshasa-reporte-a-la-veille-de-son-lancement/,COD,CD,0.196394319,-4.322447,15.307045
9771130,New Entry,"Democratic Republic of Congo institutes a 20-day home confinement and a curfew from 20:00 until 05:00 are implemented as of April 1, 2020.",Curfew,Democratic Republic of the Congo,,,Mandatory (Unspecified/Implied),01/04/2020,https://cg.usembassy.gov/covid-19-information/,COD,CD,0.191579133,-4.322447,15.307045
3929925,Update on Existing Entry (type in Record ID in text box),"DR Congo announces that the 3-week confinement originally set for Kinshasa will only be in the city's province of Gombe, thought to be its epicenter.",Quarantine,Democratic Republic of the Congo,All,Inbound/Outbound,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",03/04/2020,http://www.rfi.fr/fr/afrique/20200403-rdc-kinshasa-commune-gombe-confin%C3%A9e-6-20-avril,COD,CD,0.188466109,-4.322447,15.307045
5162814,New Entry,Denmark is enforcing a Health Resources Measure: Widening Test capacity in all hospitals after Feb 25.,Health Resources,Denmark,Denmark,Inbound,Mandatory (Unspecified/Implied),25/02/2020,https://www.dr.dk/nyheder/indland/sundhedsstyrelsen-skaerper-beredskabet-seks-hospitaler-kan-behandle-coronasmittede,DNK,DK,-0.896828908,56.2639,9.5018
5420279,New Entry,Denmark is enforcing a Quarantine on all positive-tested covid19-cases and their close contacts after Feb 28.,Quarantine,Denmark,Denmark,Inbound,Mandatory (Unspecified/Implied),28/02/2020,https://nyheder.tv2.dk/samfund/2020-02-27-dansker-smittet-med-coronavirus,DNK,DK,-0.542145713,56.2639,9.5018
139920,New Entry,Denmark is ordering home quarantine for all infected people that have no or mild symptoms and are not considered particularly vulnerable are placed with daily contact from health professionals. Anybody that has been in close contact with someone who is known to be infected by SARS-CoV-2 is placed in home quarantine as well. Quarantine in those cases is enforced for 14 days. The policy was announced on 29 February 2020.,Quarantine,Denmark,Denmark,Inbound/Outbound,Mandatory (Unspecified/Implied),29/02/2020,https://www.dr.dk/nyheder/indland/fjerde-dansker-smittet-med-coronavirus-det-goer-sundhedsstyrelsen-nu,DNK,DK,-0.476326067,56.2639,9.5018
4196471,New Entry,"Denmark is enforcing a new health resources measure: no one should wear a face mask (with/without symptoms, risk group or not) after March 3.",Health Resources,Denmark,Denmark,Inbound,Voluntary/Recommended but No Penalties,03/03/2020,https://www.sst.dk/da/corona-eng/FAQ,DNK,DK,-0.395350616,56.2639,9.5018
1279795,New Entry,Denmark is enforcing a voluntary Quarantine on all travelers from risk areas who returned to denmark after March 2.,Quarantine,Denmark,"Austria,China,Iran,Italy,South Korea",Inbound,Voluntary/Recommended but No Penalties,05/03/2020,https://dk.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/,DNK,DK,-0.387227011,56.2639,9.5018
2242171,New Entry,Denmark is enforcing a health resources measure: non-essential operations should be postpone after March 17.,Health Resources,Denmark,Denmark,Inbound,Mandatory (Unspecified/Implied),11/03/2020,https://nyheder.tv2.dk/samfund/2020-03-13-operationer-vil-blive-aflyst-paa-grund-af-coronasmitte-faa-overblikket-her,DNK,DK,-0.073907512,56.2639,9.5018
1584326,New Entry,Denmark is enforcing health resources measure: in four bigger hospitals in the country drive-in testing is possible after March 11.,Health Resources,Denmark,Denmark,Inbound,Mandatory (Unspecified/Implied),11/03/2020,Sundhedsstyrelsen skærper beredskabet: Seks hospitaler kan behandle coronasmittede,DNK,DK,-0.073907512,56.2639,9.5018
7412189,New Entry,Denmark is enforcing health testing measures: now only people with severe symptoms of covid19 will be tested after march 11.,Health Testing,Denmark,Denmark,Inbound,Mandatory (Unspecified/Implied),11/03/2020,Aalborg følger trop: Kan teste endnu flere med Drive in-test,DNK,DK,-0.073907512,56.2639,9.5018
465517,New Entry,Denmark is enforcing a restriction of mass gatherings after march 11: it is recommending to cancel events with more than 100 participants.,Restrictions of Mass Gatherings,Denmark,,,Voluntary/Recommended but No Penalties,11/03/2020,https://nyheder.tv2.dk/samfund/2020-03-11-mette-f-forsamlinger-over-100-mennesker-skal-forbydes,DNK,DK,-0.073907512,56.2639,9.5018
6331564,New Entry,Denmark is enforcing a restriction of non-essential govt-servives after March 11: everyone not critical should stay home.,Restriction of Non-Essential Government Services,Denmark,,,Mandatory (Unspecified/Implied),11/03/2020,https://nyheder.tv2.dk/samfund/2020-03-11-danmark-lukker-ned-her-er-regeringens-nye-tiltag,DNK,DK,-0.073907512,56.2639,9.5018
5746657,New Entry,Denmark is recommending that all workers with non-essential work should work from home if possible after march 11.,Restriction of Non-Essential Businesses,Denmark,Domestic,,Voluntary/Recommended but No Penalties,11/03/2020,https://nyheder.tv2.dk/samfund/2020-03-11-danmark-lukker-ned-her-er-regeringens-nye-tiltag,DNK,DK,-0.073907512,56.2639,9.5018
4553145,New Entry,"Denmark is enforcing school closure (universities, gymnasium) after march 13",Closure of Schools,Denmark,Domestic,,Mandatory (Unspecified/Implied),11/03/2020,https://nyheder.tv2.dk/samfund/2020-03-11-danmark-lukker-ned-her-er-regeringens-nye-tiltag,DNK,DK,-0.073907512,56.2639,9.5018
8706355,Update on Existing Entry (type in Record ID in text box),Denmark is enforcing a school closure after march 16: all school closed now.,Closure of Schools,Denmark,Domestic,,Mandatory (Unspecified/Implied),11/03/2020,https://nyheder.tv2.dk/samfund/2020-03-11-danmark-lukker-ned-her-er-regeringens-nye-tiltag,DNK,DK,-0.073907512,56.2639,9.5018
7424442,New Entry,Denmark has closed all its public schools and universities. This was announced on 11 March and implemented on 16 March 2020. At first it was announced for two weeks.,Closure of Schools,Denmark,Domestic,,Mandatory (Unspecified/Implied),11/03/2020,https://www.news.com.au/lifestyle/health/denmark-shuts-all-schools-and-universities-amid-surge-in-coronavirus-cases/news-story/ecc674570d3756ddc119ef52fc973e46,DNK,DK,-0.073907512,56.2639,9.5018
94784,New Entry,"The government of Denmark is enforcing a restriction of external borders: Denmark closed its borders to all but Danish citizens, individuals with Danish work or residency permits, and those the Danish government determines have a critical purpose of travel after March 14.
",External Border Restrictions,Denmark,All,Inbound,Mandatory (Unspecified/Implied),14/03/2020,https://dk.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/,DNK,DK,0.071745837,56.2639,9.5018
